Sensor 1,Threshold 1,Sensor 2,Threshold 2,Critical Caught,Critical Recall %,False Triggers,False Trigger %,Precision %
temperature_c,51.721,mq135_gas_ppm,254.158,73,11.74,0,0.0,100.0
temperature_c,51.721,mq135_gas_ppm,328.848,61,9.81,0,0.0,100.0
temperature_c,51.721,mq135_gas_ppm,403.737,48,7.72,0,0.0,100.0
temperature_c,51.721,mq135_gas_ppm,470.341,34,5.47,0,0.0,100.0
temperature_c,51.721,mq135_gas_ppm,532.443,23,3.7,0,0.0,100.0
temperature_c,26.25,sound_db,60.645,313,50.32,110,11.25,74.0
temperature_c,26.25,sound_db,64.358,250,40.19,90,9.2,73.53
temperature_c,26.25,sound_db,69.512,158,25.4,70,7.16,69.3
temperature_c,26.25,sound_db,72.675,112,18.01,58,5.93,65.88
temperature_c,26.25,sound_db,76.926,71,11.41,40,4.09,63.96
temperature_c,26.25,sound_db,85.569,48,7.72,16,1.64,75.0
temperature_c,26.25,sound_db,93.843,39,6.27,4,0.41,90.7
temperature_c,26.25,sound_db,106.99,19,3.05,0,0.0,100.0
temperature_c,27.352,sound_db,60.645,264,42.44,74,7.57,78.11
temperature_c,27.352,sound_db,64.358,211,33.92,64,6.54,76.73
temperature_c,27.352,sound_db,69.512,125,20.1,48,4.91,72.25
temperature_c,27.352,sound_db,72.675,81,13.02,39,3.99,67.5
temperature_c,27.352,sound_db,76.926,41,6.59,26,2.66,61.19
temperature_c,27.352,sound_db,85.569,20,3.22,10,1.02,66.67
temperature_c,27.352,sound_db,93.843,17,2.73,3,0.31,85.0
temperature_c,27.352,sound_db,106.99,7,1.13,0,0.0,100.0
temperature_c,28.939,sound_db,60.645,214,34.41,44,4.5,82.95
temperature_c,28.939,sound_db,64.358,171,27.49,40,4.09,81.04
temperature_c,28.939,sound_db,69.512,98,15.76,27,2.76,78.4
temperature_c,28.939,sound_db,72.675,61,9.81,23,2.35,72.62
temperature_c,28.939,sound_db,76.926,25,4.02,14,1.43,64.1
temperature_c,28.939,sound_db,85.569,6,0.96,4,0.41,60.0
temperature_c,28.939,sound_db,93.843,5,0.8,2,0.2,71.43
temperature_c,28.939,sound_db,106.99,3,0.48,0,0.0,100.0
temperature_c,30.24,sound_db,60.645,197,31.67,32,3.27,86.03
temperature_c,30.24,sound_db,64.358,160,25.72,31,3.17,83.77
temperature_c,30.24,sound_db,69.512,90,14.47,18,1.84,83.33
temperature_c,30.24,sound_db,72.675,53,8.52,16,1.64,76.81
temperature_c,30.24,sound_db,76.926,20,3.22,9,0.92,68.97
temperature_c,30.24,sound_db,85.569,1,0.16,1,0.1,50.0
temperature_c,30.24,sound_db,93.843,0,0.0,1,0.1,0.0
temperature_c,30.24,sound_db,106.99,0,0.0,0,0.0,0.0
temperature_c,32.65,sound_db,60.645,194,31.19,28,2.86,87.39
temperature_c,32.65,sound_db,64.358,158,25.4,28,2.86,84.95
temperature_c,32.65,sound_db,69.512,90,14.47,15,1.53,85.71
temperature_c,32.65,sound_db,72.675,53,8.52,13,1.33,80.3
temperature_c,32.65,sound_db,76.926,20,3.22,7,0.72,74.07
temperature_c,32.65,sound_db,85.569,1,0.16,0,0.0,100.0
temperature_c,32.65,sound_db,93.843,0,0.0,0,0.0,0.0
temperature_c,32.65,sound_db,106.99,0,0.0,0,0.0,0.0
temperature_c,37.132,sound_db,60.645,183,29.42,25,2.56,87.98
temperature_c,37.132,sound_db,64.358,149,23.95,25,2.56,85.63
temperature_c,37.132,sound_db,69.512,86,13.83,12,1.23,87.76
temperature_c,37.132,sound_db,72.675,51,8.2,10,1.02,83.61
temperature_c,37.132,sound_db,76.926,19,3.05,5,0.51,79.17
temperature_c,37.132,sound_db,85.569,1,0.16,0,0.0,100.0
temperature_c,37.132,sound_db,93.843,0,0.0,0,0.0,0.0
temperature_c,37.132,sound_db,106.99,0,0.0,0,0.0,0.0
temperature_c,44.65,sound_db,60.645,140,22.51,2,0.2,98.59
temperature_c,44.65,sound_db,64.358,115,18.49,2,0.2,98.29
temperature_c,44.65,sound_db,69.512,62,9.97,0,0.0,100.0
temperature_c,44.65,sound_db,72.675,34,5.47,0,0.0,100.0
temperature_c,44.65,sound_db,76.926,13,2.09,0,0.0,100.0
temperature_c,44.65,sound_db,85.569,1,0.16,0,0.0,100.0
temperature_c,44.65,sound_db,93.843,0,0.0,0,0.0,0.0
temperature_c,44.65,sound_db,106.99,0,0.0,0,0.0,0.0
temperature_c,51.721,sound_db,60.645,71,11.41,0,0.0,100.0
temperature_c,51.721,sound_db,64.358,60,9.65,0,0.0,100.0
temperature_c,51.721,sound_db,69.512,32,5.14,0,0.0,100.0
temperature_c,51.721,sound_db,72.675,19,3.05,0,0.0,100.0
temperature_c,51.721,sound_db,76.926,4,0.64,0,0.0,100.0
temperature_c,51.721,sound_db,85.569,0,0.0,0,0.0,0.0
temperature_c,51.721,sound_db,93.843,0,0.0,0,0.0,0.0
temperature_c,51.721,sound_db,106.99,0,0.0,0,0.0,0.0
temperature_c,26.25,vibration_g,0.21,303,48.71,122,12.47,71.29
temperature_c,26.25,vibration_g,0.24,270,43.41,103,10.53,72.39
temperature_c,26.25,vibration_g,0.31,182,29.26,69,7.06,72.51
temperature_c,26.25,vibration_g,0.37,118,18.97,55,5.62,68.21
temperature_c,26.25,vibration_g,1.872,46,7.4,45,4.6,50.55
temperature_c,26.25,vibration_g,3.31,29,4.66,44,4.5,39.73
temperature_c,26.25,vibration_g,4.101,18,2.89,30,3.07,37.5
temperature_c,26.25,vibration_g,4.87,3,0.48,19,1.94,13.64
temperature_c,27.352,vibration_g,0.21,254,40.84,79,8.08,76.28
temperature_c,27.352,vibration_g,0.24,224,36.01,73,7.46,75.42
temperature_c,27.352,vibration_g,0.31,144,23.15,49,5.01,74.61
temperature_c,27.352,vibration_g,0.37,90,14.47,37,3.78,70.87
temperature_c,27.352,vibration_g,1.872,19,3.05,27,2.76,41.3
temperature_c,27.352,vibration_g,3.31,11,1.77,26,2.66,29.73
temperature_c,27.352,vibration_g,4.101,7,1.13,17,1.74,29.17
temperature_c,27.352,vibration_g,4.87,1,0.16,9,0.92,10.0
temperature_c,28.939,vibration_g,0.21,210,33.76,47,4.81,81.71
temperature_c,28.939,vibration_g,0.24,189,30.39,45,4.6,80.77
temperature_c,28.939,vibration_g,0.31,124,19.94,28,2.86,81.58
temperature_c,28.939,vibration_g,0.37,76,12.22,18,1.84,80.85
temperature_c,28.939,vibration_g,1.872,5,0.8,8,0.82,38.46
temperature_c,28.939,vibration_g,3.31,4,0.64,7,0.72,36.36
temperature_c,28.939,vibration_g,4.101,3,0.48,5,0.51,37.5
temperature_c,28.939,vibration_g,4.87,0,0.0,3,0.31,0.0
temperature_c,30.24,vibration_g,0.21,193,31.03,32,3.27,85.78
temperature_c,30.24,vibration_g,0.24,172,27.65,31,3.17,84.73
temperature_c,30.24,vibration_g,0.31,117,18.81,21,2.15,84.78
temperature_c,30.24,vibration_g,0.37,71,11.41,11,1.12,86.59
temperature_c,30.24,vibration_g,1.872,0,0.0,1,0.1,0.0
temperature_c,30.24,vibration_g,3.31,0,0.0,0,0.0,0.0
temperature_c,30.24,vibration_g,4.101,0,0.0,0,0.0,0.0
temperature_c,30.24,vibration_g,4.87,0,0.0,0,0.0,0.0
temperature_c,32.65,vibration_g,0.21,189,30.39,30,3.07,86.3
temperature_c,32.65,vibration_g,0.24,169,27.17,29,2.97,85.35
temperature_c,32.65,vibration_g,0.31,115,18.49,20,2.04,85.19
temperature_c,32.65,vibration_g,0.37,71,11.41,10,1.02,87.65
temperature_c,32.65,vibration_g,1.872,0,0.0,0,0.0,0.0
temperature_c,32.65,vibration_g,3.31,0,0.0,0,0.0,0.0
temperature_c,32.65,vibration_g,4.101,0,0.0,0,0.0,0.0
